5.000000000000000000e+00,1.500000000000000000e+00
5.002250000000000085e+00,1.487914845332967806e+00
5.004481872267999343e+00,1.475823744323303099e+00
5.006695607884484645e+00,1.463726696971005881e+00
5.008891197929941086e+00,1.451623703276075927e+00
5.011068633484855539e+00,1.439514763238513462e+00
5.013227905629713099e+00,1.427399876858318484e+00
5.015369005445000639e+00,1.415279044135490993e+00
5.017491924011204141e+00,1.403152265070030991e+00
5.019596652408809589e+00,1.391019539661938254e+00
5.021683181718302080e+00,1.378880867911213004e+00
5.023751503020168485e+00,1.366736249817855242e+00
5.025801607394895676e+00,1.354585685381864968e+00
5.027833485922968748e+00,1.342429174603242181e+00
5.029847129684873686e+00,1.330266717481986660e+00
5.031842529761096472e+00,1.318098314018098627e+00
5.033819677232123979e+00,1.305923964211578081e+00
5.035778563178441303e+00,1.293743668062425023e+00
5.037719178680535315e+00,1.281557425570639452e+00
5.039641514818891110e+00,1.269365236736221147e+00
5.041545562673995562e+00,1.257167101559170330e+00
5.043431313326334653e+00,1.244963020039487001e+00
5.045298757856393479e+00,1.232752992177171159e+00
5.047147887344658912e+00,1.220537017972222582e+00
5.048978692871616936e+00,1.208315097424641493e+00
5.050791165517753534e+00,1.196087230534427892e+00
5.052585296363555578e+00,1.183853417301581779e+00
5.054361076489508164e+00,1.171613657726103153e+00
5.056118496976097276e+00,1.159367951807992014e+00
5.057857548903808897e+00,1.147116299547248142e+00
5.059578223353129900e+00,1.134858700943871757e+00
5.061280511404545379e+00,1.122595155997862859e+00
5.062964404138542207e+00,1.110325664709221449e+00
5.064629892635606367e+00,1.098050227077947305e+00
5.066276967976222956e+00,1.085768843104040648e+00
5.067905621240878844e+00,1.073481512787501480e+00
5.069515843510060016e+00,1.061188236128329798e+00
5.071107625864252455e+00,1.048889013126525604e+00
5.072680959383942145e+00,1.036583843782088898e+00
5.074235835149615070e+00,1.024272728095019458e+00
5.075772244241757214e+00,1.011955666065317505e+00
5.077290177740855448e+00,9.996326576929830399e-01
5.078789626727394868e+00,9.873037029780159513e-01
5.080270582281861458e+00,9.749688019204163503e-01
5.081733035484742089e+00,9.626279545201842369e-01
5.083176977416522746e+00,9.502811607773195002e-01
5.084602399157688524e+00,9.379284206918222511e-01
5.086009291788726294e+00,9.255697342636923786e-01
5.087397646390122041e+00,9.132051014929299937e-01
5.088767454042361749e+00,9.008345223795352075e-01
5.090118705825931400e+00,8.884579969235076868e-01
5.091451392821316979e+00,8.760755251248476538e-01
5.092765506109004470e+00,8.636871069835549974e-01
5.094061036769479855e+00,8.512927424996298287e-01
5.095337975883229120e+00,8.388924316730721475e-01
5.096596314530739136e+00,8.264861745038818430e-01
5.097836043792494998e+00,8.140739709920590261e-01
5.099057154748982690e+00,8.016558211376035858e-01
5.100259638480689084e+00,7.892317249405156332e-01
5.101443486068100164e+00,7.768016824007952792e-01
5.102608688591701025e+00,7.643656935184421908e-01
5.103755237131978539e+00,7.519237582934565900e-01
5.104883122769418691e+00,7.394758767258383658e-01
5.105992336584507463e+00,7.270220488155876293e-01
5.107082869657730839e+00,7.145622745627043804e-01
5.108154713069574804e+00,7.020965539671885081e-01
5.109207857900525340e+00,6.896248870290401234e-01
5.110242295231069320e+00,6.771472737482591153e-01
5.111258016141691840e+00,6.646637141248455949e-01
5.112255011712878883e+00,6.521742081587995621e-01
5.113233273025117320e+00,6.396787558501210169e-01
5.114192791158892248e+00,6.271773571988098483e-01
5.115133557194690539e+00,6.146700122048660564e-01
5.116055562212998176e+00,6.021567208682897521e-01
5.116958797294300254e+00,5.896374831890809354e-01
5.117843253519083646e+00,5.771122991672394953e-01
5.118708921967834335e+00,5.645811688027655428e-01
5.119555793721038306e+00,5.520440920956589670e-01
5.120383859859181541e+00,5.395010690459198788e-01
5.121193111462750025e+00,5.269520996535482782e-01
5.121983539612230629e+00,5.143971839185441652e-01
5.122755135388108449e+00,5.018363218409074289e-01
5.123507889870869469e+00,4.892695134206381247e-01
5.124241794141000561e+00,4.766967586577362526e-01
5.124956839278986820e+00,4.641180575522018126e-01
5.125653016365315118e+00,4.515334101040348047e-01
5.126330316480471438e+00,4.389428163132352845e-01
5.126988730704940878e+00,4.263462761798031964e-01
5.127628250119210307e+00,4.137437897037385404e-01
5.128248865803765710e+00,4.011353568850413165e-01
5.128850568839093071e+00,3.885209777237115247e-01
5.129433350305678374e+00,3.759006522197492206e-01
5.129997201284007602e+00,3.632743803731543486e-01
5.130542112854567627e+00,3.506421621839269087e-01
5.131068076097843544e+00,3.380039976520669009e-01
5.131575082094321338e+00,3.253598867775743253e-01
5.132063121924487881e+00,3.127098295604492373e-01
5.132532186668828267e+00,3.000538260006918034e-01
5.132982267407829369e+00,2.873918760983015797e-01
5.133413355221977170e+00,2.747239798532787880e-01
5.133825441191756767e+00,2.620501372656234285e-01
5.134218516397655030e+00,2.493703483353355288e-01
5.134592571920157944e+00,2.366846130624150613e-01
5.134947598839751493e+00,2.239929314468620536e-01
5.135283588236921659e+00,2.112953034886764780e-01
5.135600531192154428e+00,1.985917291878583624e-01
5.135898418785935782e+00,1.858822085444076788e-01
5.136177242098752593e+00,1.731667415583244551e-01
5.136436992211089958e+00,1.604453282296086636e-01
5.136677660203434748e+00,1.477179685582603041e-01
5.136899237156272058e+00,1.349846625442794046e-01
5.137101714150088760e+00,1.222454101876659371e-01
5.137285082265369951e+00,1.095002114884199157e-01
5.137449332582602501e+00,9.674906644654134025e-02
5.137594456182272395e+00,8.399197506203019692e-02
5.137720444144865617e+00,7.122893733488649959e-02
5.137827287550868149e+00,5.845995326511024825e-02
5.137914977480765977e+00,4.568502285270143598e-02
5.137983505015045083e+00,3.290414609766030563e-02
5.138032861234191451e+00,2.011732299998637841e-02
5.138063037218691065e+00,7.324553559679893716e-03
5.138074024049030797e+00,-5.474162223259146712e-03
5.138065812805695742e+00,-1.827882434883074461e-02
5.138038394569172773e+00,-3.108943281703489825e-02
5.137991760419946985e+00,-4.390598762787160936e-02
5.137925901438505250e+00,-5.672848878134087447e-02
5.137840808705333551e+00,-6.955693627744270746e-02
5.137736473300916984e+00,-8.239133011617709446e-02
5.137612886305742421e+00,-9.523167029754403545e-02
5.137470038800295846e+00,-1.080779568215435305e-01
5.137307921865063243e+00,-1.209301896881755795e-01
5.137126526580530594e+00,-1.337883688974401963e-01
5.136925844027184773e+00,-1.466524944493373672e-01
5.136705865285510875e+00,-1.595225663438671060e-01
5.136466581435994883e+00,-1.723985845810293849e-01
5.136207983559123669e+00,-1.852805491608242316e-01
5.135930062735382329e+00,-1.981684600832516185e-01
5.135632810045257735e+00,-2.110623173483115733e-01
5.135316216569234982e+00,-2.239621209560040960e-01
5.134980273387800942e+00,-2.368678709063289367e-01
5.134624971581441599e+00,-2.497795671992865674e-01
5.134250302230642937e+00,-2.626972098348767659e-01
5.133856256415890940e+00,-2.756207988130995323e-01
5.133442825217671590e+00,-2.885503341339548111e-01
5.133009999716470872e+00,-3.014858157974426578e-01
5.132557770992774770e+00,-3.144272438035630723e-01
5.132086130127069268e+00,-3.273746181523160548e-01
5.131595068199841236e+00,-3.403279388437016051e-01
5.131084576291575772e+00,-3.532872058777196678e-01
5.130554645482758858e+00,-3.662524192543702983e-01
5.130005266853877366e+00,-3.792235789736534968e-01
5.129436431485417280e+00,-3.922006850355692631e-01
5.128848130457863697e+00,-4.051837374401175973e-01
5.128240354851703486e+00,-4.181727361872984439e-01
5.127613095747422634e+00,-4.311676812771118583e-01
5.126966344225507122e+00,-4.441685727095578406e-01
5.126300091366442935e+00,-4.571754104846363909e-01
5.125614328250716056e+00,-4.701881946023475090e-01
5.124909045958812470e+00,-4.832069250626911949e-01
5.124184235571218160e+00,-4.962316018656673933e-01
5.123439888168419998e+00,-5.092622250112759374e-01
5.122675994830903079e+00,-5.222987944995172160e-01
5.121892546639153387e+00,-5.353413103303911180e-01
5.121089534673657795e+00,-5.483897725038975324e-01
5.120266950014902285e+00,-5.614441810200365701e-01
5.119424783743371954e+00,-5.745045358788081202e-01
5.118563026939553673e+00,-5.875708370802121827e-01
5.117681670683933426e+00,-6.006430846242488686e-01
5.116780706056997197e+00,-6.137212785109180668e-01
5.115860124139230969e+00,-6.268054187402198885e-01
5.114919916011120726e+00,-6.398955053121542225e-01
5.113960072753152453e+00,-6.529915382267211799e-01
5.112980585445812132e+00,-6.660935174839206496e-01
5.111981445169586635e+00,-6.792014430837526318e-01
5.110962643004961059e+00,-6.923153150262172373e-01
5.109924170032421387e+00,-7.054351333113143552e-01
5.108866017332454490e+00,-7.185608979390440965e-01
5.107788175985546353e+00,-7.316926089094063501e-01
5.106690637072182071e+00,-7.448302662224011161e-01
5.105573391672848516e+00,-7.579738698780285056e-01
5.104436430868031671e+00,-7.711234198762884073e-01
5.103279745738217521e+00,-7.842789162171809325e-01
5.102103327363892049e+00,-7.974403589007059701e-01
5.100907166825541239e+00,-8.106077479268635200e-01
5.099691255203651075e+00,-8.237810832956536933e-01
5.098455583578707540e+00,-8.369603650070763790e-01
5.097200143031196617e+00,-8.501455930611316880e-01
5.095924924641605180e+00,-8.633367674578195095e-01
5.094629919490418324e+00,-8.765338881971398433e-01
5.093315118658122920e+00,-8.897369552790928005e-01
5.091980513225204064e+00,-9.029459687036782700e-01
5.090626094272148627e+00,-9.161609284708963630e-01
5.089251852879442595e+00,-9.293818345807469683e-01
5.087857780127571949e+00,-9.426086870332296419e-01
5.086443867097021787e+00,-9.558414858283453830e-01
5.085010104868278979e+00,-9.690802309660936364e-01
5.083556484521829510e+00,-9.823249224464745133e-01
5.082082997138159364e+00,-9.955755602694879025e-01
5.080589633797755411e+00,-1.008832144435133804e+00
5.079076385581102748e+00,-1.022094674943412329e+00
5.077543243568687359e+00,-1.035363151794323366e+00
5.075990198840996115e+00,-1.048637574987866916e+00
5.074417242478514112e+00,-1.061917944524043200e+00
5.072824365561728222e+00,-1.075204260402851997e+00
5.071211559171123540e+00,-1.088496522624293306e+00
5.069578814387186938e+00,-1.101794731188367127e+00
5.067926122290404400e+00,-1.115098886095073460e+00
5.066253473961261911e+00,-1.128408987344412306e+00
5.064560860480245452e+00,-1.141725034936383887e+00
5.062848272927841009e+00,-1.155047028870987980e+00
5.061115702384534565e+00,-1.168374969148224585e+00
5.059363139930812103e+00,-1.181708855768093702e+00
5.057590576647159608e+00,-1.195048688730595554e+00
5.055798003614063951e+00,-1.208394468035729918e+00
5.053985411912010228e+00,-1.221746193683496795e+00
5.052152792621485311e+00,-1.235103865673896184e+00
5.050300136822974295e+00,-1.248467484006928085e+00
5.048427435596964052e+00,-1.261837048682592721e+00
5.046534680023940567e+00,-1.275212559700889869e+00
5.044621861184388933e+00,-1.288594017061819530e+00
5.042688970158796025e+00,-1.301981420765381703e+00
5.040735998027647824e+00,-1.315374770811576388e+00
5.038762935871430315e+00,-1.328774067200403808e+00
5.036769774770629482e+00,-1.342179309931863740e+00
5.034756505805731308e+00,-1.355590499005956184e+00
5.032723120057222665e+00,-1.369007634422681141e+00
5.030669608605588650e+00,-1.382430716182038610e+00
5.028595962531315244e+00,-1.395859744284028814e+00
5.026502172914889321e+00,-1.409294718728651530e+00
5.024388230836795977e+00,-1.422735639515906758e+00
5.022254127377522082e+00,-1.436182506645794499e+00
5.020099853617553620e+00,-1.449635320118314752e+00
5.017925400637376576e+00,-1.463094079933467739e+00
5.015730759517476045e+00,-1.476558786091253239e+00
5.013515921338338899e+00,-1.490029438591671251e+00
5.011280877180451121e+00,-1.503506037434721332e+00
5.009025618124298695e+00,-1.516988582620404369e+00
5.006750135250368494e+00,-1.530477074148720140e+00
5.004454419639145613e+00,-1.543971512019668424e+00
5.002138462371116034e+00,-1.557471896233249220e+00
4.999802254526765743e+00,-1.570978226789462529e+00
4.997445787186581612e+00,-1.584490503688308349e+00
4.995069051431048734e+00,-1.598008726929786905e+00
4.992672038340653984e+00,-1.611532896513897972e+00
4.990254738995883343e+00,-1.625063012440641552e+00
4.987817144477222797e+00,-1.638599074710017645e+00
4.985359245865157440e+00,-1.652141083322026249e+00
4.982881034240174145e+00,-1.665689038276667588e+00
4.980382500682758895e+00,-1.679242939573941440e+00
4.977863636273397674e+00,-1.692802787213847804e+00
4.975324432092576465e+00,-1.706368581196386680e+00
4.972764879220782142e+00,-1.719940321521558069e+00
4.970184968738499798e+00,-1.733518008189362192e+00
4.967584691726215418e+00,-1.747101641199798827e+00
4.964964039264415874e+00,-1.760691220552867975e+00
4.962323002433586261e+00,-1.774286746248569635e+00
4.959661572314213451e+00,-1.787888218286903808e+00
4.956979739986783429e+00,-1.801495636667870714e+00
4.954277496531781289e+00,-1.815109001391470134e+00
4.951554833029693903e+00,-1.828728312457702065e+00
4.948811740561007255e+00,-1.842353569866566509e+00
4.946048210206207330e+00,-1.855984773618063466e+00
4.943264233045780109e+00,-1.869621923712193157e+00
4.940459800160211579e+00,-1.883265020148955360e+00
4.937634902629987721e+00,-1.896914062928350075e+00
4.934789531535595408e+00,-1.910569052050377303e+00
4.931923677957519736e+00,-1.924229987515037044e+00
4.929037332976247576e+00,-1.937896869322329518e+00
4.926130487672264024e+00,-1.951569697472254505e+00
4.923203133126055953e+00,-1.965248471964812005e+00
4.920255260418108456e+00,-1.978933192800002017e+00
4.917286860628908407e+00,-1.992623859977824541e+00
4.914297924838941789e+00,-2.006320473498279799e+00
4.911288444128694586e+00,-2.020023033361367570e+00
4.908258409578652781e+00,-2.033731539567087854e+00
4.905207812269302359e+00,-2.047445992115440649e+00
4.902136643281129302e+00,-2.061166391006425957e+00
4.899044893694619596e+00,-2.074892736240043778e+00
4.895932554590259222e+00,-2.088625027816293667e+00
4.892799617048535055e+00,-2.102363265735176512e+00
4.889646072149932188e+00,-2.116107449996692313e+00
