2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01
1.999996750717758509e-01,-2.167130847470293508e-04,-2.167130847470293508e-04,1.996878567140083771e-01
1.999986997728977201e-01,-4.335920587009570236e-04,-4.335920587009570236e-04,1.993787023597437258e-01
1.999970733320571847e-01,-6.507532637739925655e-04,-6.507532637739925655e-04,1.990726243763092373e-01
1.999947947333187981e-01,-8.682020373383860651e-04,-8.682020373383860651e-04,1.987696220921803814e-01
1.999918631291982274e-01,-1.085831730721179087e-03,-1.085831730721179087e-03,1.984696056286635590e-01
1.999882781448152069e-01,-1.303634502188847494e-03,-1.303634502188847494e-03,1.981725633409157639e-01
1.999840394071401573e-01,-1.521603082181209165e-03,-1.521603082181209165e-03,1.978784840378096932e-01
1.999791465431434434e-01,-1.739730201138081547e-03,-1.739730201138081547e-03,1.975873565282181554e-01
1.999735991797954304e-01,-1.958008589499282519e-03,-1.958008589499282519e-03,1.972991696210138757e-01
1.999673969440664834e-01,-2.176430977704630395e-03,-2.176430977704630395e-03,1.970139121250696068e-01
1.999605394629269950e-01,-2.394990096193943489e-03,-2.394990096193943489e-03,1.967315728492580740e-01
1.999530263629490379e-01,-2.613678676664108348e-03,-2.613678676664108348e-03,1.964521406032699868e-01
1.999448540237173388e-01,-2.832500228637203736e-03,-2.832500228637203736e-03,1.961756115676030476e-01
1.999360193329203228e-01,-3.051458730392655160e-03,-3.051458730392655160e-03,1.959019836282382965e-01
1.999265224650014772e-01,-3.270548293278903625e-03,-3.270548293278903625e-03,1.956312485934133538e-01
1.999163635944043727e-01,-3.489763028644392306e-03,-3.489763028644392306e-03,1.953633982713658124e-01
1.999055428955725244e-01,-3.709097047837562645e-03,-3.709097047837562645e-03,1.950984244703333204e-01
1.998940605429495032e-01,-3.928544462206856082e-03,-3.928544462206856082e-03,1.948363189985534705e-01
1.998819167109787964e-01,-4.148099383100714924e-03,-4.148099383100714924e-03,1.945770736642638832e-01
1.998691115741039748e-01,-4.367755921867581478e-03,-4.367755921867581478e-03,1.943206802757021512e-01
1.998556453067685534e-01,-4.587508189855898921e-03,-4.587508189855898921e-03,1.940671306411058950e-01
1.998415180834160754e-01,-4.807350298414107825e-03,-4.807350298414107825e-03,1.938164165687127072e-01
1.998267300784900835e-01,-5.027276358890650498e-03,-5.027276358890650498e-03,1.935685298667602361e-01
1.998112814664340930e-01,-5.247280482633969248e-03,-5.247280482633969248e-03,1.933234623434860744e-01
1.997951724216916469e-01,-5.467356780992504647e-03,-5.467356780992504647e-03,1.930812058071278148e-01
1.997784031187063158e-01,-5.687499365314701606e-03,-5.687499365314701606e-03,1.928417520659230777e-01
1.997609737319215595e-01,-5.907702346949001565e-03,-5.907702346949001565e-03,1.926050929281094837e-01
1.997428844357809763e-01,-6.127959837243843362e-03,-6.127959837243843362e-03,1.923712202019246253e-01
1.997241354047280815e-01,-6.348265947547672775e-03,-6.348265947547672775e-03,1.921401256956061232e-01
1.997047268132064179e-01,-6.568614789208930375e-03,-6.568614789208930375e-03,1.919118012173916255e-01
1.996846588356595009e-01,-6.789000473576057605e-03,-6.789000473576057605e-03,1.916862385755186693e-01
1.996639316465309011e-01,-7.009417111997497639e-03,-7.009417111997497639e-03,1.914634295782249307e-01
1.996425454202641059e-01,-7.229858815821692784e-03,-7.229858815821692784e-03,1.912433660337479746e-01
1.996205003313026860e-01,-7.450319696397083614e-03,-7.450319696397083614e-03,1.910260397503254215e-01
1.995977965540901566e-01,-7.670793865072112437e-03,-7.670793865072112437e-03,1.908114425361949196e-01
